AA	organizacja|firma
AAP	instytucja
ABB	firma
ABC	firma
ADN	instytucja
AF	organizacja|firma
AFP	firma
AGH	instytucja
AI	organizacja|firma
AIF	firma
AK	organizacja
AL	organizacja
AM	instytucja
AMERBANK	firma
ANSA	firma
ANSI	instytucja
AON	instytucja
AP	instytucja
APA	firma
AR	instytucja
ARiMR	instytucja
ASEAN	organizacja
ASP	instytucja
ATK	instytucja
ATT	firma
AWF	instytucja
AWS	organizacja
AZS	organizacja
Abwehra	organizacja
Accent	organizacja
Accord	organizacja
Acer	organizacja
Instytut Pamięci Narodowej	instytucja
Szkoła Policealna Pracowników Służb Socjalnych w Poznaniu	instytucja
Zarząd Powiatowy Platformy Obywatelskiej	organizacja
Adidas	organizacja
Aerofłot	organizacja
Aerostar	organizacja
Airbus	organizacja
Ajax	organizacja
Alcatel	firma
Allianz	organizacja
Amazon	organizacja
Apator	organizacja
Astoria	organizacja
Ateneum	instytucja
BA	firma
BAAS	organizacja
BASF	firma
BAV	instytucja
BBC	firma
BBK	firma
BBWR	organizacja
BC	firma
BCh	organizacja
BDK	firma
BFG	instytucja
BG	firma
BGK	firma
BGW	instytucja
BGŻ	firma
BH	firma
BHK	firma
BIG	instytucja
BISE	firma
BJ	instytucja
BMW	marka|firma
BN	instytucja
BOR	instytucja
BOS	organizacja
BOŚ	firma
BP	instytucja|firma
BPH	firma
BPS	firma
BR	instytucja
BRBM	firma
BRE	firma
BRR	firma
BS	firma
BSA	organizacja
BSK	organizacja
BSP	organizacja|firma
BSR	firma
BUW	instytucja
BW	firma
BWE	firma
BWZ	instytucja
BZ	firma
Baas	organizacja
Baltona	firma
Bayern	organizacja
Blaupunkt	firma
Bundesbank	instytucja
Bundesrat	instytucja
Bundestag	instytucja
Bundestrat	instytucja
Bundeswehra	organizacja
BŚ	firma
CBOS	organizacja
CBS	organizacja|firma
CDU	organizacja
CEFTA	organizacja
CFC	organizacja
CIA	instytucja
CINTE	instytucja
CK	organizacja
CKU	organizacja
CKŻP	organizacja
CNN	firma
COCOM	organizacja
CPLiA	instytucja
CPN	firma
CRZZ	organizacja
CSU	organizacja
CTV	firma
CWKS	organizacja
CZD	instytucja
CZMP	instytucja
Caldera	organizacja
Caritas	instytucja
Carrantuohille	osoba|organizacja
Centrolew	organizacja
Cepelia	firma
ChD	organizacja
Churał	instytucja
Club	organizacja
Commerzbank	organizacja
Compaq	firma
Cracovia	organizacja
DBG	firma
DBP	firma
DHL	firma
DOKP	firma
DPA	firma
Dalin	organizacja
Danone	firma
Danter	organizacja
Dinamo	organizacja
Diora	firma
Discovery	firma
Dominet	organizacja
Dospel	organizacja
Duma	instytucja
Dyskobolia	organizacja
Dąbrovia	organizacja
Dębowczanka	organizacja
EBI	firma
EBOR	instytucja
EBOiR	organizacja
EBU	organizacja
EFTA	organizacja
ELTA	instytucja
ENEA	organizacja
EP	organizacja
EPA	firma
ETA	organizacja
EUROPOL	instytucja
EWG	organizacja
Elektrim	firma
Energopol	firma
Eureko	organizacja
Exbud	firma
Expresso	organizacja
FADOM	firma
FAO	organizacja
FBI	organizacja
FC	organizacja
FDP	organizacja
FIDE	organizacja
FIFA	organizacja
FK	organizacja
FN	instytucja
FOZZ	instytucja
FSM	firma
FSO	firma
Falanga	organizacja
GBGK	firma
GBH	firma
GBW	firma
GDDKiA	organizacja
GIODO	instytucja
GKS	organizacja
GL	organizacja
GM	firma
GMC	firma
GOPR	organizacja
GPU	organizacja
GS	organizacja
GUC	instytucja
GUS	instytucja
GUŁag	instytucja
Galluks	firma
Gallux	firma
Gamart	organizacja
Gdovia	organizacja
Glimar	organizacja
Gościbia	organizacja
Grajpek	organizacja
Greenpeace	organizacja
Greinplast	organizacja
Grodziszczanka	organizacja
Grybovia	organizacja
Grębałowianka	organizacja
Guinness	firma
Górnovia	organizacja
Głogovia	organizacja
Głuchowianka	organizacja
HBO	firma
HDZ	organizacja
HP	firma
Hamas	organizacja
Hanza	organizacja
Hezbollah	organizacja
Hitlerjugend	organizacja
Honeywell	organizacja
Hoogovens	organizacja
Hortex	firma
Howell	organizacja
Hurricanes	organizacja
Hydrotrest	organizacja
IBL	instytucja
IBM	firma
ICJ	organizacja
IDE	instytucja
IFOR	organizacja
IKEA	firma
IMiD	instytucja
INA	instytucja
IPN	instytucja
IRA	organizacja
IS	organizacja
ISO	organizacja
ITAR-TASS	firma
ITI	firma
Igloocar	organizacja
Ikarus	firma
Ikea	firma
Imperial	firma
Inkatha	organizacja
Instal	organizacja
Intel	firma
Interfax	firma
Interpol	organizacja
Invest	organizacja
Islanders	organizacja
Iwełka	organizacja
JAL	firma
JANA	instytucja
Jagiellonia	organizacja
KAI	firma
KAL	firma
KBN	instytucja
KBW	organizacja
KBWE	organizacja
KC	organizacja
KCh	instytucja
KE	instytucja
KEN	organizacja
KEP	instytucja
KERM	instytucja
KGB	organizacja
KGHM	firma
KKO	organizacja
KLD	organizacja
KLM	firma
KM	organizacja
KNA	firma
KOR	organizacja
KP	organizacja
KPCh	organizacja
KPN	organizacja
KPP	organizacja
KPZR	organizacja
KRN	organizacja
KRO	organizacja
KRRiT	organizacja
KRS	organizacja
KRUS	instytucja
KSAP	instytucja
KSERM	instytucja
KUL	instytucja
KW	organizacja|instytucja|firma
KWP	instytucja
Kedyw	organizacja
Kneset	instytucja
Komsomoł	organizacja
Ku-Klux-Klan	organizacja
Kuomintang	organizacja
LETTA	instytucja
LN	organizacja
LOK	organizacja
LOP	organizacja
LOT	firma
LP	organizacja|instytucja
LPR	organizacja
LZS	organizacja
Lafarge	organizacja
Lakers	organizacja
Laskowianka	organizacja
Lechia	organizacja
Lewart	organizacja
Leśpol	organizacja
Limanovia	organizacja
Limblach	organizacja
Liszczanka	organizacja
Lubella	organizacja
MAL	firma
MB	instytucja
MBOiR	firma
MCK	organizacja
MDK	instytucja
MEN	instytucja
MENA	firma
MF	instytucja
MFW	organizacja
MG	instytucja
MGM	instytucja|firma
MKOl	organizacja
MKS	organizacja
MKiDN	instytucja
MN	instytucja
MO	organizacja
MOK	instytucja
MON	instytucja
MOP	organizacja
MOSiR	instytucja
MP	tytuł|organizacja
MPK	firma
MPO	instytucja
MPW	firma
MPiK	instytucja
MPiPS	instytucja
MRR	instytucja
MRiRW	instytucja
MS	instytucja
MSP	instytucja
MSW	instytucja
MSWiA	instytucja
MSZ	instytucja
MT	instytucja
MTS	instytucja
MTV	firma
MW	organizacja
MWGzZ	instytucja
MZ	instytucja
MZK	firma
Malfarb	organizacja
Marabunda	organizacja
Marriott	firma
Maszycanka	organizacja
Maxpol	organizacja
Meblotap	organizacja
Melnox	organizacja
Menago	organizacja
Michałowianka	organizacja
Microsoft	firma
Microstar	organizacja
Modental	organizacja
Monar	organizacja
Mostostal	firma
Motorol	organizacja
Motorola	firma
Mrowlanka	organizacja
Multi-Vita	organizacja
Multivita	organizacja
Mydlniczanka	organizacja
MŚ	własna|instytucja
NAFTA	organizacja
NAP	organizacja
NASA	instytucja
NASK	instytucja
NATO	organizacja
NBA	organizacja
NBC	firma
NBP	instytucja
NCL	instytucja
ND	organizacja
NEC	firma
NFI	organizacja
NHL	organizacja
NIK	instytucja
NKOl	organizacja
NKWD	organizacja
NOT	organizacja
NPD	organizacja
NRA	organizacja
NSA	instytucja
NSDAP	organizacja
NSZ	organizacja
NSZZ	organizacja
NZS	organizacja
Nobilium	instytucja
Nokia	firma
Novell	firma
OAPEC	organizacja
OBOP	instytucja
OECD	organizacja
OFE	instytucja
OHP	organizacja
OIT	instytucja
ONR	organizacja
ONZ	organizacja
OPA	organizacja
OPEC	organizacja
OPZZ	organizacja
ORMO	organizacja
ORWN	instytucja
OSH	organizacja
OSP	organizacja
OWP	organizacja
OZN	organizacja
Ochota	organizacja
Ogniochron	organizacja
Olimpic	organizacja
Opatkowianka	organizacja
Optimus	firma
Orbis	firma
Orlen	firma
Ossolineum	instytucja
PA	instytucja
PAGART	organizacja
PAH	organizacja
PAI	organizacja
PAM	instytucja
PAN	instytucja
PANAM	firma
PAP	firma
PAT	instytucja
PAU	instytucja
PAX	organizacja
PB	tytuł|instytucja
PBG	firma
PBH	firma
PBK	firma
PBKS	firma
PBR	firma
PBS	instytucja
PC	organizacja
PCK	organizacja
PDS	organizacja
PEN	organizacja
PEN-Club	organizacja
PFRON	instytucja
PG	instytucja
PGNiG	firma
PGR	instytucja
PHARE	instytucja
PIA	firma
PIP	instytucja
PIT	organizacja
PK	instytucja
PKLD	organizacja
PKN	firma
PKO	firma
PKOl	organizacja
PKP	firma
PKS	firma
PKWN	organizacja
PKZP	instytucja
PLL	firma
PLO	firma
PO	organizacja
POW	organizacja
PPL	firma
PPP	organizacja
PPPP	organizacja
PPR	organizacja
PPS	organizacja
PRON	organizacja
PRiTV	firma
PS	instytucja
PSL	organizacja
PSS	organizacja
PTE	organizacja
PTJ	organizacja
PTK	firma
PTTK	organizacja
PUR	instytucja
PW	instytucja
PWN	firma
PZE	organizacja
PZG	organizacja
PZH	instytucja
PZMot	organizacja
PZPN	organizacja
PZPR	organizacja
PZU	firma
Pafawag	firma
Pax	organizacja
PeKaO	firma
Pekaes	firma
Pekao	firma
Pen-Club	organizacja
Penclub	organizacja
Pepeer	organizacja
Pepees	organizacja
Pewex	firma
Pezetpeer	organizacja
Philips	firma
PiS	organizacja
Pioneer	firma
PolSat	firma
Polfa	firma
Pollena	firma
Polmos	firma
Polmozbyt	firma
Polonia	organizacja
Polsat	firma
PŁ	instytucja
PŚ	instytucja
PŻM	firma
QAL	firma
RAF	organizacja
RAI	firma
RAS	organizacja
RCA	firma
RE	organizacja
REN	organizacja
RGO	organizacja
RM	instytucja
RMF	firma
RN	organizacja
ROP	organizacja
ROPCiO	organizacja
RPO	instytucja
RPU	instytucja
RSHA	instytucja
RSW	instytucja
RUP	instytucja
RWE	instytucja
RWPG	organizacja
Radiokomitet	instytucja
RdR	organizacja
Reuters	firma
Ruch	organizacja
SAA	firma
SAAB	firma
SABENA	firma
SAPA	instytucja
SAS	firma
