ŻZW	ŻZW	subst:sg.pl:nom.gen.dat.acc.inst.loc.voc:n:ncol
ŻZW	ŻZW	subst:sg.pl:nom.gen.dat.acc.inst.loc.voc:m3
ŻW	ŻW:s2	subst:sg.pl:nom.gen.dat.acc.inst.loc.voc:f
ŻW	ŻW:s1	subst:sg.pl:nom.gen.dat.acc.inst.loc.voc:n:ncol
ŻOB	ŻOB	subst:sg.pl:nom.gen.dat.acc.inst.loc.voc:f
ŻOB	ŻOB	subst:sg:nom.acc:m3
ŻOBy	ŻOB	subst:pl:nom.acc.voc:m3
ŻOBu	ŻOB	subst:sg:gen:m3
ŻOBów	ŻOB	subst:pl:gen:m3
ŻOBowi	ŻOB	subst:sg:dat:m3
ŻOBom	ŻOB	subst:pl:dat:m3
ŻOBie	ŻOB	subst:sg:voc:m3
ŻOBie	ŻOB	subst:sg:loc:m3
ŻOBem	ŻOB	subst:sg:inst:m3
ŻOBami	ŻOB	subst:pl:inst:m3
ŻOBach	ŻOB	subst:pl:loc:m3
ZZ	ZZ	subst:sg:nom.acc:m3
ZZy	ZZ	subst:pl:nom.acc.voc:m3
ZZu	ZZ	subst:sg:gen:m3
ZZów	ZZ	subst:pl:gen:m3
ZZowi	ZZ	subst:sg:dat:m3
ZZom	ZZ	subst:pl:dat:m3
ZZety	ZZ	subst:pl:nom.acc.voc:m3
ZZetu	ZZ	subst:sg:gen:m3
ZZetów	ZZ	subst:pl:gen:m3
ZZetowi	ZZ	subst:sg:dat:m3
ZZetom	ZZ	subst:pl:dat:m3
ZZetem	ZZ	subst:sg:inst:m3
ZZetami	ZZ	subst:pl:inst:m3
ZZetach	ZZ	subst:pl:loc:m3
ZZem	ZZ	subst:sg:inst:m3
ZZecie	ZZ	subst:sg:voc:m3
ZZecie	ZZ	subst:sg:loc:m3
ZZami	ZZ	subst:pl:inst:m3
ZZach	ZZ	subst:pl:loc:m3
ZWZ	ZWZ	subst:sg:nom.acc:m3
ZWZy	ZWZ	subst:pl:nom.acc.voc:m3
ZWZu	ZWZ	subst:sg:gen:m3
ZWZów	ZWZ	subst:pl:gen:m3
ZWZowi	ZWZ	subst:sg:dat:m3
ZWZom	ZWZ	subst:pl:dat:m3
ZWZety	ZWZ	subst:pl:nom.acc.voc:m3
ZWZetu	ZWZ	subst:sg:gen:m3
ZWZetów	ZWZ	subst:pl:gen:m3
ZWZetowi	ZWZ	subst:sg:dat:m3
ZWZetom	ZWZ	subst:pl:dat:m3
ZWZetem	ZWZ	subst:sg:inst:m3
ZWZetami	ZWZ	subst:pl:inst:m3
ZWZetach	ZWZ	subst:pl:loc:m3
ZWZem	ZWZ	subst:sg:inst:m3
ZWZecie	ZWZ	subst:sg:voc:m3
