AWD - Aren	AWD-Arena	subst:pl:gen:f
AWD - Arena	AWD-Arena	subst:sg:nom:f
AWD - Arenach	AWD-Arena	subst:pl:loc:f
AWD - Arenami	AWD-Arena	subst:pl:inst:f
AWD - Arenie	AWD-Arena	subst:sg:dat:f
AWD - Arenie	AWD-Arena	subst:sg:loc:f
AWD - Areno	AWD-Arena	subst:sg:voc:f
AWD - Arenom	AWD-Arena	subst:pl:dat:f
AWD - Areny	AWD-Arena	subst:pl:acc:f
AWD - Areny	AWD-Arena	subst:pl:nom:f
AWD - Areny	AWD-Arena	subst:pl:voc:f
AWD - Areny	AWD-Arena	subst:sg:gen:f
AWD - Areną	AWD-Arena	subst:sg:inst:f
AWD - Arenę	AWD-Arena	subst:sg:acc:f
Ad - Dauh	Ad-Dauha	subst:pl:gen:f
Ad - Dauha	Ad-Dauha	subst:pl:acc:n:ncol
Ad - Dauha	Ad-Dauha	subst:pl:dat:n:ncol
Ad - Dauha	Ad-Dauha	subst:pl:gen:n:ncol
Ad - Dauha	Ad-Dauha	subst:pl:inst:n:ncol
Ad - Dauha	Ad-Dauha	subst:pl:loc:n:ncol
Ad - Dauha	Ad-Dauha	subst:pl:nom:n:ncol
Ad - Dauha	Ad-Dauha	subst:pl:voc:n:ncol
Ad - Dauha	Ad-Dauha	subst:sg:acc:n:ncol
Ad - Dauha	Ad-Dauha	subst:sg:dat:n:ncol
Ad - Dauha	Ad-Dauha	subst:sg:gen:n:ncol
Ad - Dauha	Ad-Dauha	subst:sg:inst:n:ncol
Ad - Dauha	Ad-Dauha	subst:sg:loc:n:ncol
Ad - Dauha	Ad-Dauha	subst:sg:nom:f
Ad - Dauha	Ad-Dauha	subst:sg:nom:n:ncol
Ad - Dauha	Ad-Dauha	subst:sg:voc:n:ncol
Ad - Dauhach	Ad-Dauha	subst:pl:loc:f
Ad - Dauhami	Ad-Dauha	subst:pl:inst:f
Ad - Dauho	Ad-Dauha	subst:sg:voc:f
Ad - Dauhom	Ad-Dauha	subst:pl:dat:f
Ad - Dauhy	Ad-Dauha	subst:pl:acc:f
Ad - Dauhy	Ad-Dauha	subst:pl:nom:f
Ad - Dauhy	Ad-Dauha	subst:pl:voc:f
Ad - Dauhy	Ad-Dauha	subst:sg:gen:f
Ad - Dauhą	Ad-Dauha	subst:sg:inst:f
Ad - Dauhę	Ad-Dauha	subst:sg:acc:f
Ad - Dausze	Ad-Dauha	subst:sg:dat:f
Ad - Dausze	Ad-Dauha	subst:sg:loc:f
Al - Ujun	Al-Ujun	subst:pl:acc:n:ncol
Al - Ujun	Al-Ujun	subst:pl:dat:n:ncol
Al - Ujun	Al-Ujun	subst:pl:gen:n:ncol
Al - Ujun	Al-Ujun	subst:pl:inst:n:ncol
Al - Ujun	Al-Ujun	subst:pl:loc:n:ncol
Al - Ujun	Al-Ujun	subst:pl:nom:n:ncol
Al - Ujun	Al-Ujun	subst:pl:voc:n:ncol
Al - Ujun	Al-Ujun	subst:sg:acc:n:ncol
Al - Ujun	Al-Ujun	subst:sg:dat:n:ncol
Al - Ujun	Al-Ujun	subst:sg:gen:n:ncol
Al - Ujun	Al-Ujun	subst:sg:inst:n:ncol
Al - Ujun	Al-Ujun	subst:sg:loc:n:ncol
Al - Ujun	Al-Ujun	subst:sg:nom:n:ncol
Al - Ujun	Al-Ujun	subst:sg:voc:n:ncol
Amu - daria	Amu-daria	subst:sg:nom:f
Amu - dariach	Amu-daria	subst:pl:loc:f
Amu - dariami	Amu-daria	subst:pl:inst:f
Amu - darie	Amu-daria	subst:pl:acc:f
Amu - darie	Amu-daria	subst:pl:nom:f
Amu - darie	Amu-daria	subst:pl:voc:f
